timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2026-06-09 12:00:00+00:00,77,76,379,16280
2026-06-09 18:00:00+00:00,77,77,157533,233784
2026-06-10 00:00:00+00:00,79,77,141502,248503
2026-06-10 06:00:00+00:00,77,77,269031,253873
2026-06-10 12:00:00+00:00,77,77,1080,10051
2026-06-10 18:00:00+00:00,78,77,173413,345665
2026-06-11 00:00:00+00:00,77,77,229695,432805
2026-06-11 06:00:00+00:00,79,77,273705,266690
2026-06-11 12:00:00+00:00,77,76,269141,306555
2026-06-11 18:00:00+00:00,77,76,91036,222184
2026-06-12 00:00:00+00:00,78,77,85702,247242
2026-06-12 06:00:00+00:00,72,73,120396,104972
2026-06-12 12:00:00+00:00,75,76,631495,430237
2026-06-12 18:00:00+00:00,76,76,115607,247601
2026-06-13 00:00:00+00:00,77,75,110502,194811
2026-06-13 06:00:00+00:00,75,76,40056,176881
2026-06-13 12:00:00+00:00,76,75,314894,304030
2026-06-13 18:00:00+00:00,78,76,78420,164395
2026-06-14 00:00:00+00:00,77,76,198276,254247
2026-06-14 06:00:00+00:00,73,73,127333,150024
2026-06-14 12:00:00+00:00,72,71,54175,45345
2026-06-14 18:00:00+00:00,75,75,543032,257910
2026-06-15 00:00:00+00:00,76,76,301368,363209
2026-06-15 06:00:00+00:00,73,73,493246,298864
2026-06-15 12:00:00+00:00,75,73,173229,181195
2026-06-15 18:00:00+00:00,76,75,327263,316637
2026-06-16 00:00:00+00:00,77,76,224057,281328
2026-06-16 06:00:00+00:00,74,72,233643,344167
2026-06-16 12:00:00+00:00,72,72,143971,137321
2026-06-16 18:00:00+00:00,76,75,81970,321036
2026-06-17 00:00:00+00:00,78,75,117864,365963
2026-06-17 06:00:00+00:00,78,75,75606,199812
2026-06-17 12:00:00+00:00,78,75,76817,212888
2026-06-17 18:00:00+00:00,76,74,83713,154092
2026-06-18 00:00:00+00:00,75,74,40337,111645
2026-06-18 06:00:00+00:00,75,75,39691,111755
2026-06-18 12:00:00+00:00,75,74,130941,123118
2026-06-18 18:00:00+00:00,76,75,60530,42050
2026-06-19 00:00:00+00:00,75,74,79402,193893
2026-06-19 06:00:00+00:00,76,75,69106,179259
